molecule_chembl_id,MW,LogP,HBD,HBA,RotB,TPSA,AromaticRings,units,IC50,smiles,pIC50,Molecule
CHEMBL4847146,591.76,4.0947,2,7,6,104.6,3,nM,5.4,C=CC(=O)N1CCN(c2cc(C(=O)NC3(C)CCCNC3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,8.26760624,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80773E0>
CHEMBL4646899,579.749,4.34478,0,8,8,88.83,3,nM,6,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(CC)c24)C3)C[C@@H]1CC#N,8.22184875,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8076650>
CHEMBL5426739,610.084,5.2546,2,8,5,92.43,4,nM,6,Nc1cc2cccc(F)c2c(-c2c(Cl)cc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)n1,8.22184875,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081C40>
CHEMBL4846583,635.813,3.7978,2,8,8,116.04,3,nM,6.2,C=CC(=O)N1CCN(c2cc(C(=O)NC(C)CN3CCC(C)(O)C3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,8.207608311,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8077060>
CHEMBL4852249,577.733,3.7046,2,7,7,104.6,3,nM,6.2,C=CC(=O)N1CCN(c2cc(C(=O)NC[C@H]3CCCN3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,8.207608311,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8077290>
CHEMBL4859387,693.998,6.54958,1,9,6,144.93,4,nM,6.66,C=CC(=O)N1CCN(c2c(C#N)c(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(N)c(Cl)cc(Cl)c4F)c(Cl)cc23)C[C@@H]1CC#N,8.176525771,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8079D90>
CHEMBL5171215,2084.513,-3.16492,29,25,40,787.37,4,nM,7,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC2CCC2)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,8.15490196,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807DFC0>
CHEMBL5169881,1996.404,-4.70272,29,25,39,787.37,3,nM,7,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,8.15490196,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807DAF0>
CHEMBL5428155,599.657,5.3109,2,7,5,73.75,4,nM,7.9,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)cc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,8.102372909,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081770>
CHEMBL5281254,570.097,5.70924,1,7,7,93.86,5,nM,8,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5CCOC)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,8.096910013,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807F4C0>
CHEMBL4456801,567.093,5.84882,1,6,5,87.12,5,nM,8,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3cc(-c4c(C)ccc5[nH]ncc45)c(Cl)cc23)CC1,8.096910013,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074430>
CHEMBL4847380,591.76,4.0947,2,7,7,104.6,3,nM,8.3,C=CC(=O)N1CCN(c2cc(C(=O)NCC3CCCCN3)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,8.080921908,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8077300>
CHEMBL4847011,597.739,4.1999,1,7,8,95.81,3,nM,8.3,C=C(F)C(=O)N1CCN(c2cc(C(=O)N[C@H](C)CN(C)C)nc3c2CCN(c2cccc4cccc(C)c24)C3)C[C@@H]1CC#N,8.080921908,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8077140>
CHEMBL5080264,585.112,5.29144,2,8,7,119.88,5,nM,9,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5nn(CCOC)cc5c4)c(-c4c(Cl)c(C)cc5[nH]nc(N)c45)c3C)C2)C1,8.045757491,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A960>
CHEMBL5171553,474.952,4.12062,1,6,2,87.24,4,nM,9,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OCC[C@H]2C1,8.045757491,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807EDC0>
CHEMBL4645376,630.193,4.45238,0,9,9,98.06,3,nM,9,COC/C=C/C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,8.045757491,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80768F0>
CHEMBL5394061,581.667,5.1718,2,7,5,73.75,4,nM,9.5,C#Cc1cccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C5)N6)cc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,8.022276395,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80817E0>
CHEMBL4878409,629.55,4.567,2,8,7,76.99,3,nM,9.7,CN(C)CC1(COc2nc3c(c(N4CC5CCC(C4)N5)n2)CCN(c2cc(O)cc4cccc(Br)c24)C3)CC1(F)F,8.013228266,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8078200>
CHEMBL4648671,551.695,3.78238,0,8,7,88.83,3,nM,10,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)C[C@@H]1CC#N,8,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8076420>
CHEMBL5271997,625.177,5.39504,1,8,7,97.1,5,nM,10,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5nn(CCN6CCOCC6)cc5c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,8,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807F450>
CHEMBL5275926,615.725,6.27502,1,8,6,83.84,4,nM,10,CCc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CCCC6(CCO6)C5)nc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3C)c12,8,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807FB50>
CHEMBL5417773,632.6582036,5.5184,2,8,5,86.64,4,nM,10.22,[2H]C([2H])(Oc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(O)cc4ccc(F)c(C#C)c34)c(F)c2n1)C12CCCN1CC(=C(F)F)C2,7.990549104,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081FC0>
CHEMBL4539214,577.06,4.99572,1,8,5,104.45,4,nM,11,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ccnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.958607315,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074890>
CHEMBL5090056,573.713,4.498,1,7,6,82.03,3,nM,11,C=CC(=O)N1CCN(c2nc(OC[C@@H]3C[C@H](F)CN3C)nc3c2C[C@@H](C)[C@H](c2cc(O)cc4ccccc24)C3)[C@@H](C)C1,7.958607315,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807B450>
CHEMBL5080777,544.099,6.02654,2,5,6,87.04,4,nM,12,C=CC(=O)N1CC2(CC(n3nc(-c4ccc(CC(C)(C)O)cc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.920818754,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A810>
CHEMBL4475526,460.925,3.73052,1,6,2,87.24,4,nM,12,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@@H]2C1,7.920818754,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80755B0>
CHEMBL4568148,599.139,4.76922,2,8,5,102.51,4,nM,12,C=CC(=O)N1CCN2c3nc(NC4CCN(C5CC5)CC4)nc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@@H]2C1,7.920818754,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075700>
CHEMBL5418176,592.094,5.1155,2,8,5,92.43,4,nM,12.8,Nc1cc2ccccc2c(-c2c(Cl)cc3c(N4CC5CCC(C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)n1,7.89279003,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081BD0>
CHEMBL5408294,788.275,5.59162,2,11,6,134.86,4,nM,13,C=C1CN2CCC[C@@]2(COc2nc3c4c(c(Cl)c(-c5nc(N)cc(C)c5C(F)(F)F)cc4n2)OC[C@@H]2CN(C(=O)/C=C/c4nccc5c4CNCC5)CCN32)C1,7.886056648,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8080580>
CHEMBL5083497,627.168,6.10664,1,7,7,87.87,5,nM,14,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5CCN5CC[C@H](F)C5)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.853871964,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A730>
CHEMBL5083652,564.665,4.6188,2,8,5,86.64,4,nM,14,C#Cc1cccc2cc(O)cc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,7.853871964,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807B220>
CHEMBL4648056,551.695,3.78238,0,8,7,88.83,3,nM,14,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4ccccc24)C3)CC1CC#N,7.853871964,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80763B0>
CHEMBL4594350,604.13,4.73298,0,8,7,88.83,3,nM,14,C=C(F)C(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(Cl)c24)C3)C[C@@H]1CC#N,7.853871964,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8076810>
CHEMBL5406644,561.13,4.4993,2,8,5,76.99,3,nM,15,Oc1cc(N2CCc3c(nc(OCC45CCCN4CCC5)nc3N3CC4CCC(C3)N4)C2)c2c(Cl)cccc2c1,7.823908741,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081690>
CHEMBL5085560,642.179,5.64604,1,6,6,90.36,4,nM,15,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(c4)CCN5C(=O)CN4CC[C@H](F)C4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.823908741,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A9D0>
CHEMBL5417514,440.902,3.8143,1,4,2,53.01,2,nM,15,C=CC(=O)N1CCN2Cc3cc(C#CC)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,7.823908741,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8080C80>
CHEMBL5395862,427.863,3.31458,1,5,2,76.8,2,nM,16,C=CC(=O)N1CCN2Cc3cc(C#N)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,7.795880017,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081460>
CHEMBL3577123,410.497,4.73872,3,5,5,91.83,3,nM,16,CNc1ncc2cc(-c3cc(NC(=O)NCCC(C)(C)C)c(F)cc3C)cnc2n1,7.795880017,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8072DC0>
CHEMBL4591572,457.864,4.1346,1,5,2,65.9,3,nM,16,C=CC(=O)N1CCN2c3c(cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc34)OC[C@H]2C1,7.795880017,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075B60>
CHEMBL5398447,631.6742036,5.395,2,8,5,92.43,4,nM,16.69,[2H]C([2H])(Oc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cc(N)cc4ccc(F)c(C#C)c34)c(F)c2n1)C12CCCN1CC(=C(F)F)C2,7.777543663,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80820A0>
CHEMBL5077861,526.044,5.59984,1,6,4,84.63,5,nM,17,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.769551079,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A650>
CHEMBL4566835,547.063,3.70402,2,8,6,102.51,4,nM,18,C=CC(=O)N1CCN2c3nc(NCCN(C)C)nc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@@H]2C1,7.744727495,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075620>
CHEMBL4452974,484.89,3.7186,1,5,2,76.98,3,nM,18,C=CC(=O)N1CCN2c3c(cnc4c(F)c(-c5c(O)cccc5F)c(Cl)cc34)N(C)C(=O)[C@H]2C1,7.744727495,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80758C0>
CHEMBL4853619,597.533,4.0222,2,8,5,76.99,3,nM,18.5,CN1C[C@H](F)C[C@H]1COc1nc2c(c(N3CC4CCC(C3)N4)n1)CCN(c1cc(O)cc3cccc(Br)c13)C2,7.732828272,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8078270>
CHEMBL5434863,648.7012036,6.474,2,8,8,86.64,4,nM,18.51,[2H]C([2H])(Oc1nc(NCC2(N(C)C)CCC2)c2cnc(-c3cc(O)cc4ccc(F)c(C#C)c34)c(F)c2n1)C12CCCN1CC(=C(F)F)C2,7.732593581,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8082110>
CHEMBL5431111,426.875,3.4242,1,4,2,53.01,2,nM,19,C#Cc1cc2c(c(F)c1-c1c(O)cccc1Cl)OC[C@H]1CN(C(=O)C=C)CCN1C2,7.721246399,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80814D0>
CHEMBL5176621,2106.519,-3.11242,29,25,40,787.37,5,nM,20,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@@H]2[C@@H](c3ccccc3)CCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](C(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.698970004,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807E030>
CHEMBL5287837,512.017,5.58944,2,5,4,95.49,5,nM,20,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5[nH]ncc5c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.698970004,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807F290>
CHEMBL5272753,471.992,5.71314,1,4,4,66.81,4,nM,20,C=CC(=O)N1CC2(CC(n3nc(-c4ccccc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.698970004,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807F220>
CHEMBL4872788,544.65,4.3863,1,7,5,66.41,3,nM,20.1,Fc1c(-c2cccc3c2CC2CC32)ncc2c(N3CC4CCC(C3)N4)nc(OC[C@@]34CCCN3C[C@H](F)C4)nc12,7.696803943,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A5E0>
CHEMBL5429156,616.6592036,5.8128,1,7,5,66.41,4,nM,20.3,[2H]C([2H])(Oc1nc(N2C[C@H]3CC[C@@H](C2)N3)c2cnc(-c3cccc4ccc(F)c(C#C)c34)c(F)c2n1)C12CCCN1CC(=C(F)F)C2,7.692503962,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8082030>
CHEMBL4434842,606.102,5.2057,1,9,6,117.34,4,nM,21,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C(C)C)ncnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.677780705,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80743C0>
CHEMBL4443236,559.074,3.48072,1,8,4,93.72,4,nM,21,C=CC(=O)N1CCN2c3nc(N4CC(N(C)C)C4)nc4cc(-c5c(C)ccc6[nH]ncc56)c(Cl)c(c34)OC[C@@H]2C1,7.677780705,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075690>
CHEMBL5434387,442.918,4.3203,1,4,3,53.01,2,nM,22,C=CC(=O)N1CCN2Cc3cc(C4CC4)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,7.657577319,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081380>
CHEMBL4648124,581.721,3.79098,0,9,8,98.06,3,nM,22,C=CC(=O)N1CCN(c2nc(OC[C@@H]3CCCN3C)nc3c2CCN(c2cccc4cccc(OC)c24)C3)C[C@@H]1CC#N,7.657577319,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8076570>
CHEMBL5081562,1731.056,0.7211,16,20,35,527.48,5,nM,23,CC[C@H](C)C1NC(=O)[C@@H]2CCCN2C(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@@H](NC(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](Cc2ccccc2)NC(=O)[C@H](Cc2c[nH]cn2)NC(=O)[C@@H](N)Cc2ccccc2)CC#CCSC[C@@H](C(=O)N[C@@H](CC(C)C)C(=O)N[C@H](C(=O)N2CCC[C@H]2C(=O)N2CCC[C@H]2C(N)=O)[C@@H](C)CC)NC1=O,7.638272164,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807B530>
CHEMBL5198497,2098.493,-4.69872,30,27,45,833.9,3,nM,23,CCCCC[C@@H]1NC(=O)[C@@H]2C[C@H](OCC(=O)O)CN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC(=O)[C@H]([C@@H](C)CC)NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC1=O,7.638272164,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807E260>
CHEMBL5087229,566.656,5.0523,1,7,5,66.41,4,nM,24,C#Cc1c(F)ccc2cccc(-c3ncc4c(N5C[C@H]6CC[C@@H](C5)N6)nc(OCC56CCCN5CCC6)nc4c3F)c12,7.619788758,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807B140>
CHEMBL5089133,558.633,4.5855,2,8,5,86.64,4,nM,24,Oc1cc(-c2ncc3c(N4C[C@H]5CC[C@@H](C4)N5)nc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2ccccc2c1,7.619788758,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807AD50>
CHEMBL5170078,2007.387,-5.05494,29,26,40,811.16,3,nM,24,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CCC#N)NC(=O)[C@@H]2CCCN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.619788758,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807E180>
CHEMBL5405893,613.684,5.701,2,7,5,73.75,4,nM,24,C#Cc1c(F)ccc2cc(O)cc(-c3ncc4c(N5CC6CCC(C)(C5)N6)cc(OC[C@@]56CCCN5C[C@H](F)C6)nc4c3F)c12,7.619788758,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8081850>
CHEMBL4452137,576.072,5.60072,1,7,5,91.56,4,nM,25,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)cccc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.602059991,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8073F40>
CHEMBL5200054,2124.531,-4.30862,30,27,43,833.9,3,nM,25,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](CC2CCCCC2)NC(=O)[C@@H]2C[C@H](OCC(=O)O)CN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.602059991,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807E2D0>
CHEMBL5171974,651.215,5.10976,0,9,8,112.62,3,nM,25.44,CN1CCC[C@H]1COc1nc2c(c(N3CCN(C(=O)C(C#N)=CC4CC4)[C@@H](CC#N)C3)n1)CCN(c1cccc3cccc(Cl)c13)C2,7.594482893,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807EB90>
CHEMBL5081366,532.044,5.08424,2,6,7,96.27,4,nM,26,C=CC(=O)N1CC2(CC(n3nc(-c4ccc(OCCO)cc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.585026652,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A880>
CHEMBL5075960,541.055,5.44984,1,5,5,87.12,4,nM,27,C=CC(=O)N1CC2(CC(n3nc(-c4ccc(N5CCC5=O)cc4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.568636236,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A7A0>
CHEMBL4449810,561.057,5.8973,1,6,5,78.67,4,nM,28,C=CC(=O)N1CCN(c2nc(=O)n(-c3ccccc3C(C)C)c3cc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.552841969,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074660>
CHEMBL4452819,458.852,3.5296,1,6,2,78.79,3,nM,29,C=CC(=O)N1CCN2c3ncnc4c(F)c(-c5c(O)cccc5F)c(Cl)c(c34)OC[C@@H]2C1,7.537602002,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8075770>
CHEMBL5425389,437.298,4.0963,1,4,2,53.01,2,nM,29,C=CC(=O)N1CCN2Cc3cc(Cl)c(-c4c(O)cccc4Cl)c(F)c3OC[C@H]2C1,7.537602002,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80810E0>
CHEMBL5291301,583.14,5.62444,1,7,7,87.87,5,nM,30,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(cnn5CCN(C)C)c4)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.522878745,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807F3E0>
CHEMBL4450793,457.317,3.9048,1,6,2,78.79,3,nM,32,C=CC(=O)N1CCN2c3ncnc4cc(-c5c(O)cccc5Cl)c(Cl)c(c34)OC[C@@H]2C1,7.494850022,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80757E0>
CHEMBL5185461,2152.928,-4.38292,30,27,43,833.9,4,nM,33,CC[C@H](C)[C@@H]1NC(=O)[C@H](Cc2ccc(-c3ccccc3)cc2)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H]2CCCN2C(=O)[C@@H](NC(=O)[C@H](CCCNC(=N)N)NC(=O)[C@H](CCCNC(=N)N)NC(C)=O)CSSC[C@@H](C(=O)N[C@@H](CCCNC(=N)N)C(=O)N[C@@H](CCCNC(=N)N)C(N)=O)NC(=O)[C@H](Cc2ccc(Cl)cc2)NC(=O)[C@@H]2C[C@H](OCC(=O)O)CN2C(=O)[C@H](CC(=O)O)NC(=O)[C@H](Cc2ccc(O)cc2)NC(=O)[C@H](CO)NC1=O,7.48148606,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807E340>
CHEMBL4588277,602.07,4.7137,1,9,6,117.34,4,nM,34,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C4CC4)ncnc3C3CC3)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.468521083,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074350>
CHEMBL5078639,544.055,5.00894,2,6,5,96.27,4,nM,38,C=CC(=O)N1CC2(CC(n3nc(-c4ccc5c(c4)OC(CO)C5)c(-c4c(Cl)c(C)cc5[nH]ncc45)c3C)C2)C1,7.420216403,<rdkit.Chem.rdchem.Mol object at 0x0000024DD807A8F0>
CHEMBL4527861,578.048,4.39072,1,9,5,117.34,4,nM,38,C=CC(=O)N1CCN(c2nc(=O)n(-c3c(C)ncnc3C(C)C)c3nc(-c4c(O)cccc4F)c(Cl)cc23)[C@@H](C)C1,7.420216403,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8074970>
CHEMBL5398980,575.635,5.3296,2,7,5,73.75,4,nM,40,Oc1cc(-c2ncc3c(N4CC5CCC(C4)N5)cc(OC[C@@]45CCCN4C[C@H](F)C5)nc3c2F)c2c(F)cccc2c1,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x0000024DD80819A0>
CHEMBL298734,638.832,5.9099,1,3,3,79.53,2,nM,40,NC(=O)N1CCC(CC(=O)N2CCC([C@H]3c4ncc(Br)cc4CCc4cc(Cl)cc(Br)c43)CC2)CC1,7.397940009,<rdkit.Chem.rdchem.Mol object at 0x0000024DD8080BA0>
